person_id,zone_id,income_segment,income_rp_k,car_owner,moto_owner,time_car,cost_car,time_moto,cost_moto,time_4wrh,cost_4wrh,time_2wrh,cost_2wrh,time_krl,cost_krl,time_tj,cost_tj,time_royal,cost_royal,time_lrt,cost_lrt,time_mrt,cost_mrt,V_car,V_moto,V_4wrh,V_2wrh,V_krl,V_tj,V_royal,V_lrt,V_mrt
2537,J2,mid,10089,0,1,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
2538,J4,low,2709,0,0,51.8,98.613,40.5,10.8,58.8,77.1,45.5,44.2,35.0,5.82,70.0,3.5,50.0,25.8,,,,,-170.21046,-108.90599999999999,-314.19399999999996,-293.714,-103.4644,-80.17,-101.586,-inf,-inf
2539,J2,mid,9538,0,0,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
2540,J4,high,21249,1,0,51.8,98.613,40.5,10.8,58.8,77.1,45.5,44.2,35.0,5.82,70.0,3.5,50.0,25.8,,,,,-170.21046,-108.90599999999999,-314.19399999999996,-293.714,-103.4644,-80.17,-101.586,-inf,-inf
2541,J4,mid,8711,0,1,51.8,98.613,40.5,10.8,58.8,77.1,45.5,44.2,35.0,5.82,70.0,3.5,50.0,25.8,,,,,-170.21046,-108.90599999999999,-314.19399999999996,-293.714,-103.4644,-80.17,-101.586,-inf,-inf
2542,J3b,mid,11217,1,1,62.6,114.472,48.9,13.05,69.6,92.85,53.9,53.2,,,85.0,3.5,90.0,37.05,,,,,-199.21023999999997,-131.75699999999998,-374.251,-349.33399999999995,-inf,-96.22,-169.56099999999998,-inf,-inf
2543,J2,high,27246,1,0,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
2544,J4,low,3015,0,1,51.8,98.613,40.5,10.8,58.8,77.1,45.5,44.2,35.0,5.82,70.0,3.5,50.0,25.8,,,,,-170.21046,-108.90599999999999,-314.19399999999996,-293.714,-103.4644,-80.17,-101.586,-inf,-inf
2545,J3b,low,2917,0,0,62.6,114.472,48.9,13.05,69.6,92.85,53.9,53.2,,,85.0,3.5,90.0,37.05,,,,,-199.21023999999997,-131.75699999999998,-374.251,-349.33399999999995,-inf,-96.22,-169.56099999999998,-inf,-inf
2546,J4,mid,9211,0,0,51.8,98.613,40.5,10.8,58.8,77.1,45.5,44.2,35.0,5.82,70.0,3.5,50.0,25.8,,,,,-170.21046,-108.90599999999999,-314.19399999999996,-293.714,-103.4644,-80.17,-101.586,-inf,-inf
2547,J1a,high,24438,1,1,105.4,176.135,82.3,21.95,112.4,155.15,87.3,88.8,75.0,10.28,,,,,,,,,-312.45169999999996,-222.551,-612.089,-570.2259999999999,-218.59760000000003,-inf,-inf,-inf,-inf
2548,J2,mid,8015,1,1,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
2549,J3a,mid,9240,0,1,56.4,105.493,44.1,11.75,63.4,83.75,49.1,48.0,40.0,6.2,,,80.0,35.75,,,,,-182.74005999999997,-118.679,-339.69100000000003,-317.47,-117.60400000000001,-inf,-154.715,-inf,-inf
2550,J1a,mid,9982,0,1,105.4,176.135,82.3,21.95,112.4,155.15,87.3,88.8,75.0,10.28,,,,,,,,,-312.45169999999996,-222.551,-612.089,-570.2259999999999,-218.59760000000003,-inf,-inf,-inf,-inf
2551,J2,mid,9184,0,1,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
2552,J2,high,22851,0,1,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
2553,J1b,low,2552,0,0,73.4,131.86,57.4,15.3,80.4,108.6,62.4,62.2,,,,,,,,,,,-230.38120000000004,-154.842,-434.30800000000005,-405.46399999999994,-inf,-inf,-inf,-inf,-inf
2554,J2,high,24348,1,0,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
2555,J3b,low,2781,0,0,62.6,114.472,48.9,13.05,69.6,92.85,53.9,53.2,,,85.0,3.5,90.0,37.05,,,,,-199.21023999999997,-131.75699999999998,-374.251,-349.33399999999995,-inf,-96.22,-169.56099999999998,-inf,-inf
2556,J1a,low,2498,0,0,105.4,176.135,82.3,21.95,112.4,155.15,87.3,88.8,75.0,10.28,,,,,,,,,-312.45169999999996,-222.551,-612.089,-570.2259999999999,-218.59760000000003,-inf,-inf,-inf,-inf
2557,J1a,mid,7282,1,1,105.4,176.135,82.3,21.95,112.4,155.15,87.3,88.8,75.0,10.28,,,,,,,,,-312.45169999999996,-222.551,-612.089,-570.2259999999999,-218.59760000000003,-inf,-inf,-inf,-inf
2558,J5,low,2902,0,1,20.9,52.755,16.3,4.35,27.9,31.95,21.3,18.4,15.0,3.24,30.0,3.5,,,,,15.0,5.61,-86.5521,-43.11899999999999,-142.24,-133.658,-45.400800000000004,-37.37,-inf,-inf,-52.366200000000006
2559,J3b,mid,9291,0,1,62.6,114.472,48.9,13.05,69.6,92.85,53.9,53.2,,,85.0,3.5,90.0,37.05,,,,,-199.21023999999997,-131.75699999999998,-374.251,-349.33399999999995,-inf,-96.22,-169.56099999999998,-inf,-inf
2560,J2,mid,8769,1,1,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
2561,J4,low,3566,0,0,51.8,98.613,40.5,10.8,58.8,77.1,45.5,44.2,35.0,5.82,70.0,3.5,50.0,25.8,,,,,-170.21046,-108.90599999999999,-314.19399999999996,-293.714,-103.4644,-80.17,-101.586,-inf,-inf
2562,J1b,high,20838,0,0,73.4,131.86,57.4,15.3,80.4,108.6,62.4,62.2,,,,,,,,,,,-230.38120000000004,-154.842,-434.30800000000005,-405.46399999999994,-inf,-inf,-inf,-inf,-inf
2563,J3b,mid,7611,0,1,62.6,114.472,48.9,13.05,69.6,92.85,53.9,53.2,,,85.0,3.5,90.0,37.05,,,,,-199.21023999999997,-131.75699999999998,-374.251,-349.33399999999995,-inf,-96.22,-169.56099999999998,-inf,-inf
2564,J2,mid,7905,0,1,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
2565,J2,low,3514,0,1,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
2566,J2,mid,9002,1,1,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
2567,J2,low,2990,0,1,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
2568,J1a,mid,9562,0,1,105.4,176.135,82.3,21.95,112.4,155.15,87.3,88.8,75.0,10.28,,,,,,,,,-312.45169999999996,-222.551,-612.089,-570.2259999999999,-218.59760000000003,-inf,-inf,-inf,-inf
2569,J3b,mid,8492,0,1,62.6,114.472,48.9,13.05,69.6,92.85,53.9,53.2,,,85.0,3.5,90.0,37.05,,,,,-199.21023999999997,-131.75699999999998,-374.251,-349.33399999999995,-inf,-96.22,-169.56099999999998,-inf,-inf
2570,J5,mid,9278,0,1,20.9,52.755,16.3,4.35,27.9,31.95,21.3,18.4,15.0,3.24,30.0,3.5,,,,,15.0,5.61,-86.5521,-43.11899999999999,-142.24,-133.658,-45.400800000000004,-37.37,-inf,-inf,-52.366200000000006
2571,J5,mid,8008,0,1,20.9,52.755,16.3,4.35,27.9,31.95,21.3,18.4,15.0,3.24,30.0,3.5,,,,,15.0,5.61,-86.5521,-43.11899999999999,-142.24,-133.658,-45.400800000000004,-37.37,-inf,-inf,-52.366200000000006
2572,J2,mid,7184,0,1,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
2573,J1b,low,2887,0,1,73.4,131.86,57.4,15.3,80.4,108.6,62.4,62.2,,,,,,,,,,,-230.38120000000004,-154.842,-434.30800000000005,-405.46399999999994,-inf,-inf,-inf,-inf,-inf
2574,J1a,mid,10993,1,1,105.4,176.135,82.3,21.95,112.4,155.15,87.3,88.8,75.0,10.28,,,,,,,,,-312.45169999999996,-222.551,-612.089,-570.2259999999999,-218.59760000000003,-inf,-inf,-inf,-inf
2575,J2,mid,8839,0,1,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
2576,J1b,low,3333,0,0,73.4,131.86,57.4,15.3,80.4,108.6,62.4,62.2,,,,,,,,,,,-230.38120000000004,-154.842,-434.30800000000005,-405.46399999999994,-inf,-inf,-inf,-inf,-inf
2577,J2,mid,6721,0,1,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
2578,J3a,mid,8845,0,1,56.4,105.493,44.1,11.75,63.4,83.75,49.1,48.0,40.0,6.2,,,80.0,35.75,,,,,-182.74005999999997,-118.679,-339.69100000000003,-317.47,-117.60400000000001,-inf,-154.715,-inf,-inf
2579,J1a,mid,10443,1,1,105.4,176.135,82.3,21.95,112.4,155.15,87.3,88.8,75.0,10.28,,,,,,,,,-312.45169999999996,-222.551,-612.089,-570.2259999999999,-218.59760000000003,-inf,-inf,-inf,-inf
2580,J2,mid,9634,1,1,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
2581,J4,high,18432,1,0,51.8,98.613,40.5,10.8,58.8,77.1,45.5,44.2,35.0,5.82,70.0,3.5,50.0,25.8,,,,,-170.21046,-108.90599999999999,-314.19399999999996,-293.714,-103.4644,-80.17,-101.586,-inf,-inf
2582,J1a,mid,7860,0,0,105.4,176.135,82.3,21.95,112.4,155.15,87.3,88.8,75.0,10.28,,,,,,,,,-312.45169999999996,-222.551,-612.089,-570.2259999999999,-218.59760000000003,-inf,-inf,-inf,-inf
2583,J2,mid,8350,0,1,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
2584,J3b,mid,7881,0,1,62.6,114.472,48.9,13.05,69.6,92.85,53.9,53.2,,,85.0,3.5,90.0,37.05,,,,,-199.21023999999997,-131.75699999999998,-374.251,-349.33399999999995,-inf,-96.22,-169.56099999999998,-inf,-inf
2585,J2,mid,9521,0,1,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
2586,J2,mid,8864,1,1,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
2587,J1a,mid,9973,0,1,105.4,176.135,82.3,21.95,112.4,155.15,87.3,88.8,75.0,10.28,,,,,,,,,-312.45169999999996,-222.551,-612.089,-570.2259999999999,-218.59760000000003,-inf,-inf,-inf,-inf
2588,J5,high,22393,0,0,20.9,52.755,16.3,4.35,27.9,31.95,21.3,18.4,15.0,3.24,30.0,3.5,,,,,15.0,5.61,-86.5521,-43.11899999999999,-142.24,-133.658,-45.400800000000004,-37.37,-inf,-inf,-52.366200000000006
2589,J2,high,20079,1,0,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
2590,J1b,high,21475,1,1,73.4,131.86,57.4,15.3,80.4,108.6,62.4,62.2,,,,,,,,,,,-230.38120000000004,-154.842,-434.30800000000005,-405.46399999999994,-inf,-inf,-inf,-inf,-inf
2591,J1a,mid,8141,0,1,105.4,176.135,82.3,21.95,112.4,155.15,87.3,88.8,75.0,10.28,,,,,,,,,-312.45169999999996,-222.551,-612.089,-570.2259999999999,-218.59760000000003,-inf,-inf,-inf,-inf
2592,J1b,high,23824,1,1,73.4,131.86,57.4,15.3,80.4,108.6,62.4,62.2,,,,,,,,,,,-230.38120000000004,-154.842,-434.30800000000005,-405.46399999999994,-inf,-inf,-inf,-inf,-inf
2593,J4,low,2941,0,1,51.8,98.613,40.5,10.8,58.8,77.1,45.5,44.2,35.0,5.82,70.0,3.5,50.0,25.8,,,,,-170.21046,-108.90599999999999,-314.19399999999996,-293.714,-103.4644,-80.17,-101.586,-inf,-inf
2594,J1b,mid,7855,0,1,73.4,131.86,57.4,15.3,80.4,108.6,62.4,62.2,,,,,,,,,,,-230.38120000000004,-154.842,-434.30800000000005,-405.46399999999994,-inf,-inf,-inf,-inf,-inf
2595,J3a,high,19675,0,1,56.4,105.493,44.1,11.75,63.4,83.75,49.1,48.0,40.0,6.2,,,80.0,35.75,,,,,-182.74005999999997,-118.679,-339.69100000000003,-317.47,-117.60400000000001,-inf,-154.715,-inf,-inf
2596,J5,mid,8529,0,1,20.9,52.755,16.3,4.35,27.9,31.95,21.3,18.4,15.0,3.24,30.0,3.5,,,,,15.0,5.61,-86.5521,-43.11899999999999,-142.24,-133.658,-45.400800000000004,-37.37,-inf,-inf,-52.366200000000006
2597,J2,low,2765,0,1,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
2598,J2,low,3443,0,1,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
2599,J1a,mid,8379,1,1,105.4,176.135,82.3,21.95,112.4,155.15,87.3,88.8,75.0,10.28,,,,,,,,,-312.45169999999996,-222.551,-612.089,-570.2259999999999,-218.59760000000003,-inf,-inf,-inf,-inf
2600,J1b,low,2853,0,1,73.4,131.86,57.4,15.3,80.4,108.6,62.4,62.2,,,,,,,,,,,-230.38120000000004,-154.842,-434.30800000000005,-405.46399999999994,-inf,-inf,-inf,-inf,-inf
2601,J2,mid,10669,1,0,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
2602,J3b,low,3266,0,0,62.6,114.472,48.9,13.05,69.6,92.85,53.9,53.2,,,85.0,3.5,90.0,37.05,,,,,-199.21023999999997,-131.75699999999998,-374.251,-349.33399999999995,-inf,-96.22,-169.56099999999998,-inf,-inf
2603,J2,low,3241,0,1,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
2604,J4,mid,9850,0,1,51.8,98.613,40.5,10.8,58.8,77.1,45.5,44.2,35.0,5.82,70.0,3.5,50.0,25.8,,,,,-170.21046,-108.90599999999999,-314.19399999999996,-293.714,-103.4644,-80.17,-101.586,-inf,-inf
2605,J4,mid,8212,1,1,51.8,98.613,40.5,10.8,58.8,77.1,45.5,44.2,35.0,5.82,70.0,3.5,50.0,25.8,,,,,-170.21046,-108.90599999999999,-314.19399999999996,-293.714,-103.4644,-80.17,-101.586,-inf,-inf
2606,J2,low,2916,0,0,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
2607,J2,mid,7308,0,0,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
2608,J2,low,3152,0,0,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
2609,J2,low,3151,0,0,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
2610,J2,low,2812,0,0,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
2611,J2,mid,9163,1,1,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
2612,J1b,mid,9724,1,1,73.4,131.86,57.4,15.3,80.4,108.6,62.4,62.2,,,,,,,,,,,-230.38120000000004,-154.842,-434.30800000000005,-405.46399999999994,-inf,-inf,-inf,-inf,-inf
2613,J5,low,2918,0,0,20.9,52.755,16.3,4.35,27.9,31.95,21.3,18.4,15.0,3.24,30.0,3.5,,,,,15.0,5.61,-86.5521,-43.11899999999999,-142.24,-133.658,-45.400800000000004,-37.37,-inf,-inf,-52.366200000000006
2614,J1a,mid,9446,0,1,105.4,176.135,82.3,21.95,112.4,155.15,87.3,88.8,75.0,10.28,,,,,,,,,-312.45169999999996,-222.551,-612.089,-570.2259999999999,-218.59760000000003,-inf,-inf,-inf,-inf
2615,J1a,mid,8037,1,1,105.4,176.135,82.3,21.95,112.4,155.15,87.3,88.8,75.0,10.28,,,,,,,,,-312.45169999999996,-222.551,-612.089,-570.2259999999999,-218.59760000000003,-inf,-inf,-inf,-inf
2616,J1a,mid,8029,0,1,105.4,176.135,82.3,21.95,112.4,155.15,87.3,88.8,75.0,10.28,,,,,,,,,-312.45169999999996,-222.551,-612.089,-570.2259999999999,-218.59760000000003,-inf,-inf,-inf,-inf
2617,J2,mid,9719,0,1,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
2618,J2,mid,7776,1,1,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
2619,J2,low,3255,0,1,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
2620,J4,low,3146,0,1,51.8,98.613,40.5,10.8,58.8,77.1,45.5,44.2,35.0,5.82,70.0,3.5,50.0,25.8,,,,,-170.21046,-108.90599999999999,-314.19399999999996,-293.714,-103.4644,-80.17,-101.586,-inf,-inf
2621,J2,mid,9917,0,1,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
2622,J1a,mid,8820,0,1,105.4,176.135,82.3,21.95,112.4,155.15,87.3,88.8,75.0,10.28,,,,,,,,,-312.45169999999996,-222.551,-612.089,-570.2259999999999,-218.59760000000003,-inf,-inf,-inf,-inf
2623,J2,low,3307,0,1,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
2624,J2,low,3486,0,1,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
2625,J2,mid,10271,0,1,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
2626,J2,mid,9934,0,1,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
2627,J2,high,20197,0,1,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
2628,J2,mid,8215,0,1,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
2629,J1b,mid,9699,0,1,73.4,131.86,57.4,15.3,80.4,108.6,62.4,62.2,,,,,,,,,,,-230.38120000000004,-154.842,-434.30800000000005,-405.46399999999994,-inf,-inf,-inf,-inf,-inf
2630,J2,low,2625,0,0,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
2631,J3a,low,2827,0,0,56.4,105.493,44.1,11.75,63.4,83.75,49.1,48.0,40.0,6.2,,,80.0,35.75,,,,,-182.74005999999997,-118.679,-339.69100000000003,-317.47,-117.60400000000001,-inf,-154.715,-inf,-inf
2632,J5,high,19940,1,0,20.9,52.755,16.3,4.35,27.9,31.95,21.3,18.4,15.0,3.24,30.0,3.5,,,,,15.0,5.61,-86.5521,-43.11899999999999,-142.24,-133.658,-45.400800000000004,-37.37,-inf,-inf,-52.366200000000006
2633,J2,mid,8027,0,0,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
2634,J2,mid,9828,0,1,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
2635,J1b,low,3404,0,1,73.4,131.86,57.4,15.3,80.4,108.6,62.4,62.2,,,,,,,,,,,-230.38120000000004,-154.842,-434.30800000000005,-405.46399999999994,-inf,-inf,-inf,-inf,-inf
2636,J2,mid,8479,0,1,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
2637,J5,mid,9259,0,1,20.9,52.755,16.3,4.35,27.9,31.95,21.3,18.4,15.0,3.24,30.0,3.5,,,,,15.0,5.61,-86.5521,-43.11899999999999,-142.24,-133.658,-45.400800000000004,-37.37,-inf,-inf,-52.366200000000006
2638,J1b,low,3198,0,1,73.4,131.86,57.4,15.3,80.4,108.6,62.4,62.2,,,,,,,,,,,-230.38120000000004,-154.842,-434.30800000000005,-405.46399999999994,-inf,-inf,-inf,-inf,-inf
2639,J2,mid,8468,0,1,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
2640,J5,mid,8825,0,1,20.9,52.755,16.3,4.35,27.9,31.95,21.3,18.4,15.0,3.24,30.0,3.5,,,,,15.0,5.61,-86.5521,-43.11899999999999,-142.24,-133.658,-45.400800000000004,-37.37,-inf,-inf,-52.366200000000006
2641,J3b,mid,7642,0,0,62.6,114.472,48.9,13.05,69.6,92.85,53.9,53.2,,,85.0,3.5,90.0,37.05,,,,,-199.21023999999997,-131.75699999999998,-374.251,-349.33399999999995,-inf,-96.22,-169.56099999999998,-inf,-inf
2642,J2,mid,7753,0,1,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
2643,J2,high,20495,1,1,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
2644,J1a,low,2788,0,1,105.4,176.135,82.3,21.95,112.4,155.15,87.3,88.8,75.0,10.28,,,,,,,,,-312.45169999999996,-222.551,-612.089,-570.2259999999999,-218.59760000000003,-inf,-inf,-inf,-inf
